"province","drain_basin","river_section","time","quality_type","temperature","pH","oxygen","conductivity","turbidity_ntu","permanganate_index","ammonia_nitrogen","total_phosphate","total_nitrogen","chl_a","algae_density","site_state"
"内蒙古自治区","松花江流域","根河口内(大铁桥)","2020-05-08 12:00:00","Ⅱ",22.4,6.69,8.57,112.4,11.8,2.77,0.09,0.028,"2.96",,,"正常"
"内蒙古自治区","松花江流域","李屯","2020-09-09 08:00:00",,9.4,7.31,14.32,95,3,4.05,0.014,0.007,"0.82",,,"停站"
"内蒙古自治区","松花江流域","新发","2020-11-25 08:00:00",,16.7,7.35,7.49,106.8,1085.2,30.39,,0,"0",,,"维护"
"内蒙古自治区","松花江流域","陶海","2020-04-17 17:00:00",,3.5,7.99,11.5,208.5,12.6,0,,0.049,"0.39",,,"维护"
"内蒙古自治区","松花江流域","嵯岗","2020-05-06 04:00:00","Ⅲ",19.1,8.15,8.54,256.6,18,5.25,0.41,0.043,"0.64",,,"正常"
"内蒙古自治区","松花江流域","黑山头","2020-05-08 08:00:00","Ⅲ",14.2,7.51,8.34,255,8,4.22,0.154,0.091,"0.45",,,"正常"
"内蒙古自治区","松花江流域","成吉思汗","2020-05-08 12:00:00","Ⅱ",13.9,7.94,11.29,225,3,1.5,0.153,0.012,"1.81",,,"正常"
"内蒙古自治区","松花江流域","讷尔克气","2020-05-08 15:00:00","Ⅱ",13.7,8.23,12.2,74.6,6.9,2.75,0.051,0.026,"0.76",,,"正常"
"内蒙古自治区","松花江流域","小河口","2020-03-07 14:00:00",,16.9,7.71,8.25,,4.7,0,,0,"2.83",0,115,"维护"
"内蒙古自治区","黄河流域","黑柳子","2020-05-08 14:00:00","Ⅱ",16.9,8.42,8.68,885.6,472,1.16,0.467,0.076,"3.36",,,"正常"
"内蒙古自治区","黄河流域","总排干入黄口","2020-05-08 12:00:00","Ⅲ",16.9,8.09,5.78,5757,23,4.37,0.068,0.03,"0.57",,,"正常"
"内蒙古自治区","黄河流域","三盛公","2020-05-08 14:00:00","Ⅱ",16.8,8.19,9.37,690.5,49,2.63,0.076,0.016,"1.96",,,"正常"
"内蒙古自治区","黄河流域","湖心","2020-05-08 15:00:00","Ⅳ",16.6,8.25,8.09,2460.5,0.5,6.69,0.05,0.024,"0.62",0.003,,"维护"
"内蒙古自治区","黄河流域","卧佛下","2020-05-08 14:00:00","Ⅱ",14.8,8.22,11.15,780.5,29.7,2.12,0.013,0.009,"8.28",,,"正常"
"内蒙古自治区","松花江流域","绰尔河口","2020-05-07 10:00:00",,0,,,,,2.54,,,"0.34",,,"维护"
"内蒙古自治区","松花江流域","大山矿","2020-05-08 12:00:00",,19,5.8,7.54,,0.8,0.17,,0.016,"4.94",,,"维护"
"内蒙古自治区","松花江流域","斯力很","2020-05-02 22:00:00",,0,,,,,1.2,,0.063,"3.58",,,"维护"
"内蒙古自治区","松花江流域","出口(察尔森水库)","2020-05-08 15:00:00","Ⅱ",8.1,7.68,12.17,190.6,2.9,2.64,0.016,0.016,"0.75",0.003,,"维护"
"内蒙古自治区","西北诸河","王家庄","2020-05-08 14:00:00","Ⅱ",15.6,8.33,9.12,880.3,1254.2,0.78,0.242,0.06,"2.92",,,"正常"
"辽宁省","辽河流域","卧龙湖","2020-05-08 12:00:00",,16.9,8.18,9.35,1427.9,12.4,0,0.06,0,"0",,,"维护"
"辽宁省","辽河流域","蒲河沿","2020-05-08 15:00:00","Ⅲ",17.4,8.47,8.19,707,18.3,3.36,0.22,0.124,"3.63",,,"正常"
"辽宁省","辽河流域","于台","2020-05-08 15:00:00","Ⅲ",17.3,7.15,7.34,848.5,4.4,5.94,0.592,0.07,"10.76",,,"正常"
"辽宁省","辽河流域","东陵大桥","2020-05-08 15:00:00","Ⅱ",14.9,7.69,9.16,478.3,5.8,3.58,0.158,0.092,"1.44",,,"正常"
"辽宁省","辽河流域","砂山","2020-05-08 15:00:00","Ⅲ",18.2,8.19,11.25,822.6,29,4.72,0.028,0.039,"4.76",,,"正常"
"辽宁省","辽河流域","于家房","2020-05-08 15:00:00","Ⅲ",9.1,7.33,5.62,890.4,32.2,3.96,0.07,0.09,"7.27",,,"正常"
"辽宁省","辽河流域","马虎山","2020-05-08 15:00:00","Ⅳ",16.9,7.99,10.94,645.3,40,7.32,0.339,0.086,"3.54",,,"正常"
"辽宁省","辽河流域","巨流河大桥","2020-05-08 09:00:00",,0,,,,,0,,0,"0",,,"维护"
"辽宁省","辽河流域","兴国桥","2020-05-08 15:00:00","Ⅱ",15.8,8.36,14.74,651.8,3,3.61,0.001,0.016,"0.94",,,"正常"
"辽宁省","辽河流域","城子坦","2020-05-08 14:00:00","Ⅱ",16.3,8.85,8.36,289.9,16.2,1.95,0.019,0.027,"0.62",,,"正常"
"辽宁省","辽河流域","麦家","2020-05-08 15:00:00","劣Ⅴ",15.7,9.34,11.95,502.3,28.3,4.26,0.056,0.067,"2.02",,,"正常"
"辽宁省","辽河流域","复州湾大桥","2020-05-08 15:00:00","Ⅳ",16.8,8.81,13.47,699,18.5,8.66,0.125,0.298,"4.96",,,"正常"
"辽宁省","辽河流域","三台子","2020-05-08 14:00:00","Ⅲ",17.5,8.47,9.6,634.4,32.8,5.84,0.172,0.138,"4.07",,,"正常"
"辽宁省","辽河流域","万泰","2020-05-08 15:00:00","Ⅲ",13.5,7.94,11.01,142.4,5.3,2.05,0.014,0.141,"1.98",,,"正常"
"辽宁省","辽河流域","英那河入海口","2020-05-02 10:00:00",,13.2,10.98,11.01,274.1,9.5,0,,0,"0",,,"维护"
"辽宁省","辽河流域","登化","2020-05-08 15:00:00","Ⅴ",16.8,7.72,6.99,801,14.6,10.17,0.053,0.17,"1.31",,,"正常"
"辽宁省","辽河流域","小姐庙","2020-05-01 15:00:00",,15.2,7.29,8.06,668.6,299.9,3.44,0.544,0.171,"7.99",,,"停站"
"辽宁省","辽河流域","口子街","2020-05-08 15:00:00","Ⅱ",16,7.71,10.33,288.1,6.6,1.32,0.065,0.025,"2.08",,,"正常"
"辽宁省","辽河流域","牛庄","2020-05-08 15:00:00","Ⅴ",17.6,8.29,15.66,547.5,24.5,13.19,0.036,0.233,"1.80",,,"正常"
"辽宁省","辽河流域","关门山大桥","2020-05-08 15:00:00","Ⅰ",14.1,8.45,11.42,359.6,1.6,0.83,0.019,0.008,"2.70",,,"正常"
"辽宁省","辽河流域","刘家台","2020-05-08 05:00:00",,22.3,8.36,8.91,,,3.21,0.253,0.129,"5.45",,,"维护"
"辽宁省","辽河流域","大伙房水库","2020-05-08 12:00:00","Ⅱ",13.4,7.17,11.44,303,8.7,2.3,0.14,0.069,"2.56",0.001,,"正常"
"辽宁省","辽河流域","阿及堡","2020-05-08 15:00:00","Ⅱ",15.6,8.05,9.86,507.6,10.1,1.95,0.056,0.049,"3.96",,,"正常"
"辽宁省","辽河流域","戈布桥","2020-05-06 22:00:00",,15.3,8.14,10.26,317.2,5.5,2.3,0.04,0.061,"2.86",,,"停站"
"辽宁省","辽河流域","北杂木","2020-05-08 15:00:00","Ⅲ",16.4,7.57,6.84,335.9,11.1,5.18,0.015,0.052,"2.38",,,"正常"
"辽宁省","辽河流域","台沟","2020-05-08 15:00:00",,15.6,8.21,11.41,231.9,2.1,1.28,,0.011,"1.17",,,"维护"
"辽宁省","辽河流域","古楼","2020-05-08 15:00:00","Ⅱ",12.3,7.72,10.65,226.9,5.3,3.72,0.015,0.014,"2.82",,,"正常"
"辽宁省","辽河流域","北太子河入观音阁水库口","2020-05-08 15:00:00","Ⅱ",11.5,7.68,8.91,218.7,4.8,1.25,0.052,0.02,"1.36",,,"正常"
"辽宁省","辽河流域","老官砬子","2020-05-08 15:00:00","Ⅱ",11.1,7.93,10.42,233.4,2.8,2.26,0.02,0.012,"1.39",,,"正常"
"辽宁省","辽河流域","兴安","2020-05-08 15:00:00","Ⅱ",11.3,7.84,8.43,316.3,6,1.92,0.036,0.031,"3.82",,,"正常"
"辽宁省","辽河流域","凤鸣电站","2020-05-08 15:00:00","Ⅱ",11,7.83,6.85,207.2,5.4,2.82,0.022,0.02,"2.40",,,"正常"
"辽宁省","辽河流域","南太子河入库口","2020-05-08 15:00:00","Ⅰ",13.8,8.58,11.52,169.8,7.2,0.73,0.023,0.005,"3.66",,,"正常"
"辽宁省","辽河流域","江桥","2020-05-08 12:00:00","劣Ⅴ",12.1,7.98,10.43,171,4.9,0.95,3.007,0.018,"1.97",,,"正常"
"辽宁省","辽河流域","爱河大桥","2020-05-08 15:00:00",,14.1,9.06,11.57,223.6,3.7,2.22,,0.021,"2.31",,,"维护"
"辽宁省","辽河流域","蒲石河大桥","2020-05-08 15:00:00","Ⅰ",16,7.63,10.09,299.6,2.4,1.09,0.042,0.014,"2.67",,,"正常"
"辽宁省","辽河流域","王家沟","2020-05-08 15:00:00","Ⅱ",11.7,8.02,10.92,662.1,11.9,1.79,0.007,0.026,"1.76",,,"正常"
"辽宁省","辽河流域","西八千","2020-09-09 09:00:00",,28,7.33,0.47,,20.4,0.58,1.47,0,"0",,,"维护"
"辽宁省","辽河流域","张家堡","2020-05-08 10:00:00","Ⅱ",15.2,7.82,7.95,710.5,22.1,3.04,0.024,0.052,"1.62",,,"正常"
"辽宁省","辽河流域","女儿河入河口","2020-05-08 15:00:00","Ⅲ",16.6,8.06,10.9,1191.6,6.3,4.41,0.008,0.048,"16.09",,,"正常"
"辽宁省","辽河流域","柳家桥","2020-05-06 11:00:00",,0,,,,,0,,0,"0",,,"维护"
"辽宁省","辽河流域","何家信子","2020-05-08 15:00:00","Ⅱ",13.3,8.04,10.45,474.9,4.1,2.94,0.062,0.017,"1.00",,,"正常"
"辽宁省","辽河流域","西树林","2020-05-08 15:00:00","Ⅲ",15.5,7.92,6.02,1493.6,15.7,4.95,0.207,0.062,"9.85",,,"正常"
"辽宁省","辽河流域","高台子","2020-05-08 15:00:00",,10.6,7.8,8.86,1670.3,114.4,10.36,,0.311,"4.61",,,"维护"
"辽宁省","辽河流域","辽河公园","2020-05-08 12:05:00","Ⅳ",17.6,7.56,8.82,3322.6,215.8,7.65,0.054,0.228,"6.30",,,"正常"
"辽宁省","辽河流域","茧场","2020-05-08 14:00:00","Ⅰ",16.3,7.84,9.82,285.3,12.9,1.33,0.057,0.013,"4.22",,,"正常"
"辽宁省","辽河流域","大清河口","2020-05-08 15:00:00",,18.7,7.8,11,1032.2,26.6,5.59,,0.171,"21.86",,,"维护"
"辽宁省","辽河流域","闹德海水库","2020-01-19 12:00:00",,16.3,7.49,9.54,362.8,0.4,4.72,0.06,0.013,"0.76",32.56,40164,"停站"
"辽宁省","辽河流域","汤河水库","2020-05-08 12:00:00","Ⅰ",12.9,8.28,8.97,385,7.9,0.97,0.003,0,"1.87",,,"维护"
"辽宁省","辽河流域","葠窝坝下","2020-09-09 09:00:00",,24.3,7.06,7.89,476.2,109.7,8.72,0.49,0.045,"6.01",,,"停站"
"辽宁省","辽河流域","下口子","2020-05-08 13:00:00",,7.7,7.37,7.11,579,46.4,7.39,0.228,0.12,"4.12",,,"停站"
"辽宁省","辽河流域","河洪桥","2020-05-08 15:00:00",,21.2,7.92,9.42,,,7.51,0.617,0.368,"5.87",,,"维护"
"辽宁省","辽河流域","二道河水库口","2020-05-08 15:00:00","Ⅰ",18.6,8.06,10,354.1,12.2,1.28,0.003,0.01,"2.19",,,"正常"
"辽宁省","辽河流域","下王家","2020-05-08 15:00:00","Ⅱ",12.6,7.12,10.16,469.6,11.3,2.35,0.247,0.053,"5.16",,,"正常"
"辽宁省","辽河流域","汤河桥","2020-05-08 15:00:00","Ⅲ",17.8,7.47,10.7,865.3,5.9,4.3,0.042,0.073,"2.22",,,"正常"
"辽宁省","辽河流域","下达河入汤河水库口","2020-05-08 15:00:00","Ⅱ",14.9,8.16,10.87,365.4,15.2,1.11,0.053,0.032,"2.87",,,"正常"
"辽宁省","辽河流域","赵圈河","2020-05-08 15:00:00","Ⅴ",16.9,7.66,7.95,22476,674.3,8.01,0.47,0.376,"3.64",,,"正常"
"辽宁省","辽河流域","三岔河","2020-05-08 15:00:00","Ⅳ",14.9,7.94,7.6,700.1,56,6.07,0.249,0.114,"5.18",,,"正常"
"辽宁省","辽河流域","盘锦兴安(兴安)","2020-05-08 12:00:00","Ⅱ",15.7,7.07,6.68,1034.5,23.7,3.62,0.18,0.056,"1.80",,,"正常"
"辽宁省","辽河流域","曙光大桥","2020-05-08 15:00:00","Ⅳ",17.8,7.93,7.58,1679.9,169.5,8.24,0.418,0.197,"3.94",,,"正常"
"辽宁省","辽河流域","胜利塘","2020-05-08 15:00:00","Ⅴ",16.4,7.73,7.86,2598.6,135.2,10.65,0.692,0.19,"5.52",,,"正常"
"辽宁省","辽河流域","福德店","2020-09-09 04:00:00",,23.6,7.95,4.97,358.5,136.1,0,0.09,,,,,"维护"
"辽宁省","辽河流域","柴河水库","2020-04-16 16:00:00",,8.5,8.13,11.1,366.3,3.8,5.09,0.116,0.024,"2.65",22.83,62136,"停站"
"辽宁省","辽河流域","清辽","2020-05-08 15:00:00","Ⅲ",10.2,7.74,8.35,303.3,26.2,5.38,0.32,0.061,"3.85",,,"正常"
"辽宁省","辽河流域","通江口","2020-05-08 15:00:00",,16.5,8.84,12.77,591.3,64.4,17.69,,0.213,"3.60",,,"维护"
"辽宁省","辽河流域","珠尔山","2020-05-08 12:00:00","Ⅳ",15.6,7.76,4.92,463.7,132.4,3.51,0.28,0.149,"3.92",,,"正常"
"辽宁省","辽河流域","东大桥","2020-05-08 15:00:00",,9.6,7.72,10.88,364.2,36.8,2.82,,0.029,"4.66",,,"维护"
"辽宁省","辽河流域","柴河水库入库口","2020-05-08 15:00:00",,15.2,8.27,11.11,429,17.4,4.38,,0.04,"3.79",,,"维护"
"辽宁省","辽河流域","凡河一号桥","2020-05-08 15:00:00","Ⅳ",17.8,8.95,9.3,369,17.5,7.28,0.17,0.12,"0.95",,,"正常"
"辽宁省","辽河流域","松树水文站","2020-05-08 15:00:00",,0,,,,,5.27,0.001,0.069,"2.85",,,"维护"
"辽宁省","辽河流域","亮子河入河口","2020-05-08 15:00:00","劣Ⅴ",15.5,8.5,12.04,937.4,65.2,17.22,0.035,0.226,"4.51",,,"正常"
"辽宁省","辽河流域","三合屯","2020-05-08 15:00:00","Ⅳ",16,8.54,8.99,637.1,26.3,8.1,0.024,0.075,"1.50",,,"正常"
"辽宁省","辽河流域","清河水库入库口","2020-05-08 15:00:00","Ⅱ",14.5,7.6,10.9,318.2,19.2,2.41,0.025,0.088,"3.72",,,"正常"
"辽宁省","辽河流域","南大桥","2020-05-08 15:00:00","Ⅱ",16.7,8.84,8.72,595.7,16,2.84,0.059,0.018,"5.15",,,"正常"
"辽宁省","辽河流域","章吉营","2020-05-08 10:00:00","Ⅲ",14.9,7.89,8.5,1006.8,82.4,5.95,0.308,0.137,"3.17",,,"正常"
"辽宁省","辽河流域","大凌河西支入河口","2020-05-08 15:00:00",,13.6,8.43,12.62,889.1,7.5,2.74,,0.056,"12.85",,,"维护"
"辽宁省","辽河流域","李家湾大桥","2020-05-08 15:00:00",,16,7.99,9.88,511.4,7.9,1.29,,0.018,"2.94",,,"维护"
"辽宁省","辽河流域","牤牛河大桥","2020-05-08 15:00:00","Ⅰ",14,8.31,11.61,584.6,6.9,1.06,0.025,0.013,"4.06",,,"正常"
"辽宁省","辽河流域","王家窝棚","2020-05-08 15:00:00","Ⅱ",13.9,7.97,10.19,619.7,10,2.98,0.062,0.026,"5.28",,,"正常"
"辽宁省","辽河流域","孤家子","2020-05-08 15:00:00",,16.2,8.75,10.94,526.5,39.7,2.03,,0.03,"4.94",,,"维护"
"辽宁省","辽河流域","红石碑入海前","2020-05-08 15:00:00",,17.8,8.54,9.25,745.1,27.9,3.08,,0.042,"3.85",,,"维护"
"辽宁省","辽河流域","小渔场","2020-05-08 15:00:00","Ⅱ",16.5,8.54,11.32,595.6,3.8,1.21,0.01,0.031,"6.71",,,"正常"
"吉林省","松花江流域","新立城大坝","2020-12-05 04:00:00",,25.2,8.53,11.71,312,4.9,11.98,0.05,0.025,"0.58",,,"停站"
"吉林省","松花江流域","松花江村","2020-05-08 12:28:00","Ⅱ",17.8,7.2,9.75,297.5,23.3,3.18,0.18,0.049,"2.21",,,"正常"
"吉林省","松花江流域","靠山南楼(南楼)","2020-09-09 04:05:00",,21.8,7.21,4.63,540.9,68.4,4.23,0.29,0.121,"3.39",,,"停站"
"吉林省","松花江流域","砖瓦窑桥","2020-05-08 15:00:00","Ⅳ",14.1,7.72,10.11,474,14,6.99,0.176,0.175,"2.52",,,"正常"
"吉林省","松花江流域","镇江口","2020-05-08 15:00:00","Ⅱ",12.9,7.45,9.23,214.4,48.1,1.54,0.042,0.09,"2.50",,,"正常"
"吉林省","松花江流域","靠山大桥","2020-05-08 15:00:00","Ⅴ",15.6,8.19,8.55,776.3,103.5,14.25,0.036,0.132,"6.61",,,"正常"
"吉林省","松花江流域","饮马河大桥","2020-05-08 15:00:00","Ⅲ",19.5,6.75,5.37,372.1,8.4,2.92,0.034,0,"2.38",,,"正常"
"吉林省","松花江流域","刘珍屯","2020-05-08 15:00:00",,16.3,8.03,11.33,741.7,23.9,7.65,0.655,0.147,"1.60",,,"停站"
"吉林省","松花江流域","溪浪口","2020-05-08 12:00:00",,7.6,7.29,10.04,183.2,24.5,4.17,0.23,,,,,"维护"
"吉林省","松花江流域","白旗","2020-05-08 15:00:00","Ⅱ",7.1,7.33,11.46,202.2,14,2.9,0.02,0.041,"2.12",,,"正常"
"吉林省","松花江流域","白山大桥","2020-05-08 15:00:00",,5,7.27,10.05,131.5,2.2,3.07,,0.021,"1.04",,,"维护"
"吉林省","松花江流域","墙缝","2020-05-08 15:00:00",,6.8,7.46,10.72,128.4,10.8,3.9,,0.026,"1.11",,,"维护"
"吉林省","松花江流域","福兴","2020-05-08 15:00:00",,11.4,8.22,12.49,269.2,21.2,3.92,,0.065,"2.31",,,"维护"
"吉林省","松花江流域","兰旗大桥","2020-05-08 15:00:00",,7.1,7.47,10.9,177.1,3.9,2.82,,0.02,"2.01",,,"维护"
"吉林省","松花江流域","大丰满","2020-05-08 15:00:00","Ⅲ",9.2,7.78,12.28,163.2,1.6,3.72,0.03,0.033,"2.25",0.008,,"维护"
"吉林省","松花江流域","沙石浒","2020-05-08 15:00:00","Ⅲ",8.7,7.84,12.17,148.7,2.6,4.23,0.179,0.026,"2.06",0.002,,"维护"
"吉林省","松花江流域","小荒地","2020-05-08 15:00:00","Ⅱ",11.5,8.01,13.14,147.6,4.6,3.75,0.144,0.022,"2.07",0.003,,"维护"
"吉林省","松花江流域","桦树林","2020-05-08 15:00:00","Ⅲ",5.2,7.64,10.91,134.2,9.6,3.98,0.017,0.028,"1.40",0.02,,"维护"
"吉林省","松花江流域","官厅桥","2020-05-08 15:00:00",,13.3,7.43,11.57,179.3,66.9,3.78,,0.072,"2.34",,,"维护"
"吉林省","松花江流域","蛟河口","2020-05-08 15:00:00","Ⅲ",12.2,7.34,9.85,161.6,17.7,4.02,0.33,0.12,"2.36",,,"正常"
"吉林省","松花江流域","哨口","2020-05-08 15:00:00","Ⅱ",9.6,7.52,7.29,180.7,15.8,3.66,0.034,0.043,"2.22",,,"正常"
"吉林省","松花江流域","肖家船口","2020-05-08 15:00:00","Ⅲ",14.4,6.86,9.28,166.8,30.2,3.5,0.258,0.104,"2.44",,,"正常"
"吉林省","松花江流域","烟筒山","2020-05-08 15:00:00","Ⅲ",14.2,8.01,9.59,353,10.2,5.08,0.053,0.094,"2.04",,,"正常"
"吉林省","辽河流域","金宝屯","2020-09-04 15:00:00",,0,,,,,0,,0,"0",,,"维护"
"吉林省","辽河流域","四双大桥","2020-05-08 15:00:00","Ⅱ",16,8.29,8.15,274.7,15.4,3.96,0.198,0.059,"2.95",,,"正常"
"吉林省","辽河流域","城子上","2020-04-22 12:04:00",,3.7,7.49,12,606,8.6,3.8,0.269,0.063,"6.60",,,"停站"
"吉林省","辽河流域","六家子","2020-05-08 15:00:00","Ⅳ",15.9,8.02,10.04,652.5,57.4,6.99,0.01,0.157,"6.53",,,"正常"
"吉林省","辽河流域","林家","2020-05-08 15:00:00","Ⅳ",16.8,8.19,11.59,739.7,54,9.17,0.097,0.289,"7.36",,,"正常"
"吉林省","辽河流域","河清","2020-04-30 11:00:00",,1.1,7.51,13.6,1268.4,41,4.27,0.462,0.072,"15.05",,,"停站"
"吉林省","辽河流域","上活龙","2020-11-19 12:00:00",,19.5,6.81,,267.6,1.9,10,0.62,,,,,"维护"
"吉林省","辽河流域","民主","2020-04-21 14:00:00",,3.4,9.09,12.9,353.5,1.8,4.12,0.246,0.052,"4.48",,,"停站"
"吉林省","松花江流域","兴隆","2020-05-08 15:00:00","Ⅱ",14.4,7.54,7.63,276.7,13.9,2.88,0.047,0.055,"2.26",,,"正常"
"吉林省","辽河流域","云峰","2020-11-29 09:00:00",,13.2,8.39,11.34,156.8,2.8,2.38,0.039,0.014,"1.62",,,"停站"
"吉林省","辽河流域","老虎哨","2020-03-26 16:00:00",,15.3,6.69,10.35,132.3,2.7,1.39,0.014,0.01,"2.45",,,"停站"
"吉林省","辽河流域","绿江村","2020-12-29 04:00:00",,26.8,5.37,7.22,88.9,3.7,1.04,0.25,,,,,"维护"
"吉林省","辽河流域","苇沙河","2020-05-08 12:00:00",,15.1,8.22,7.87,157.8,,10,0.63,,,,,"维护"
"吉林省","辽河流域","鸠谷","2020-03-27 14:00:00",,3.8,7.07,10.8,159.9,2.9,1.61,0.269,0.049,"1.78",,,"停站"
"吉林省","辽河流域","葫芦套","2020-04-28 10:00:00",,3.7,7.53,12.8,155.7,1.2,1.16,0.104,0.017,"1.70",,,"停站"
"吉林省","辽河流域","大阳岔","2020-05-08 15:00:00","Ⅰ",11.9,8.06,10.18,262,3.1,0.59,0.028,0.013,"2.13",,,"正常"
"吉林省","松花江流域","查干湖","2020-05-08 12:00:00","Ⅴ",17.8,8.68,9.11,565.8,45.9,5.47,0.034,0.157,"0.81",,,"维护"
"吉林省","松花江流域","松林","2020-05-08 12:00:00","Ⅱ",15.3,8.28,10.94,248.8,54.7,2.79,0.21,0.1,"1.37",,,"正常"
"吉林省","松花江流域","宁江","2020-05-08 15:00:00",,15,7.72,10.21,224,22.8,4.32,,0.075,"2.10",,,"维护"
"吉林省","松花江流域","镇西大桥","2020-05-08 12:00:00",,15,7.66,12.24,209.1,21.4,6.54,0.048,,,,,"维护"
"吉林省","松花江流域","白沙滩","2020-12-01 08:00:00",,10.2,7.95,10.7,316.6,23.7,4.73,0.22,0.051,"2.08",,,"停站"
"吉林省","松花江流域","月亮湖下","2020-04-21 11:49:00",,5.4,7.48,11.48,242.4,32.4,5.04,0.056,0.085,"1.67",,,"停站"
"吉林省","松花江流域","南坪","2020-04-29 12:00:00",,7.6,7.65,8.16,276,7.6,0,,,,,,"维护"
"吉林省","松花江流域","圈河","2020-05-08 12:00:00","Ⅲ",16.2,7.47,8.11,108,82,3.86,0.002,0.118,"2.13",,,"正常"
"吉林省","松花江流域","大山(新甸)","2020-05-08 15:00:00","Ⅲ",12.6,7.5,10.74,107.6,19.9,5.52,0.024,0.072,"1.45",,,"正常"
"吉林省","松花江流域","崇善","2020-05-08 15:00:00","Ⅲ",8.7,7.16,9.68,96.6,15.4,3.16,0.02,0.118,"0.56",,,"正常"
"吉林省","松花江流域","榆树川","2020-05-08 15:00:00","Ⅱ",12.5,7.81,11.74,130.4,20.9,3,0.044,0.066,"1.37",,,"正常"
"吉林省","松花江流域","延吉下","2020-05-08 15:00:00","Ⅱ",14.9,7.51,10.89,237.4,11,3.78,0.113,0.098,"1.75",,,"正常"
"吉林省","松花江流域","西崴子","2020-05-08 15:00:00","Ⅲ",11.8,7.36,10.52,106.1,23.7,4.58,0.061,0.057,"1.15",,,"正常"
"吉林省","松花江流域","石井(小河龙)","2020-05-08 15:00:00","Ⅱ",13.6,7.91,10.96,166.2,21.4,3.04,0.11,0.072,"1.89",,,"正常"
"吉林省","松花江流域","三家子","2020-05-08 15:00:00","Ⅱ",15.8,7.15,10.83,96.9,12,2.62,0.184,0.08,"1.13",,,"正常"
"吉林省","松花江流域","池北铁桥","2020-05-08 15:00:00","Ⅱ",9.4,7.11,10.47,141.7,7,3.53,0.025,0.056,"1.51",,,"正常"
"黑龙江省","松花江流域","摆渡镇","2020-05-08 15:00:00","Ⅲ",11.2,8.01,10.63,229.7,63.6,5.5,0.046,0.107,"2.04",,,"正常"
"黑龙江省","松花江流域","苗家","2020-05-07 20:00:00",,14.6,8.56,8.74,290.3,54,5.15,0.14,0.136,"3.60",,,"停站"
"黑龙江省","松花江流域","水库出口","2020-05-08 15:00:00","Ⅲ",8.4,7.53,12.92,72.4,5.4,5.24,0.018,0.026,"1.49",0.012,,"维护"
"黑龙江省","松花江流域","朱顺屯","2020-05-08 15:00:00","Ⅲ",13.6,8.05,9.69,265.5,60,4.88,0.053,0.113,"1.86",,,"正常"
"黑龙江省","松花江流域","阿什河口内","2020-05-08 15:00:00","Ⅲ",14.3,7.73,9.49,242.4,22.4,5.44,0.619,0.193,"3.29",,,"正常"
"黑龙江省","松花江流域","呼兰河口内(铁路桥)","2020-05-08 12:00:00","Ⅳ",14.3,7.97,10.55,480,59.2,7.51,0.18,0.108,"5.53",,,"正常"
"黑龙江省","松花江流域","大顶子山","2020-05-08 15:00:00","Ⅲ",15.2,7.62,10.1,212,39.5,4.5,0.106,0.082,"2.11",,,"正常"
"黑龙江省","松花江流域","牡丹江口内","2020-09-06 16:00:00",,20.3,6.84,8.08,175.7,18.1,,,0.057,"1.95",,,"维护"
"黑龙江省","松花江流域","拉哈","2020-04-18 22:00:00",,1.5,7.82,8.17,137.5,50.2,7.9,0.008,0.081,"1.18",,,"停站"
"黑龙江省","松花江流域","查哈阳乡","2020-05-07 08:00:00",,0,,,,,0,,0,"0",,,"维护"
"黑龙江省","松花江流域","音河水库","2020-04-16 16:24:00",,2.4,8.2,11.53,220.9,81.2,1.53,0.257,0.052,"4.36",,,"停站"
"黑龙江省","松花江流域","浏园","2020-05-08 14:00:00",,0,,,,,0,,0,"0",,,"维护"
"黑龙江省","松花江流域","江桥","2020-05-08 14:00:00",,0,,,,,0,,0,"0",,,"维护"
"黑龙江省","松花江流域","富源村","2020-04-18 04:00:00",,3.8,8.11,14.47,116,2.4,11.2,0.17,0.01,"0.58",,,"停站"
"黑龙江省","松花江流域","泄洪1闸(小兴凯湖一闸)","2020-04-20 01:00:00",,9.7,7.44,12.51,233.6,18.3,5.3,0.027,,"0.41",1.33,,"维护"
"黑龙江省","松花江流域","知一桥","2020-09-04 12:00:00",,21.3,6.41,,158.5,500,6.58,0.66,0.243,"1.20",,,"维护"
"黑龙江省","松花江流域","档壁镇","2020-09-18 08:00:00",,19.2,6.5,6.12,153.1,56.5,4.18,,1,"10.00",0.44,,"维护"
"黑龙江省","松花江流域","龙王庙","2020-10-06 16:00:00","Ⅳ",14.7,7.56,16.24,,129.1,10,0.001,0.097,"0.75",20.48,,"维护"
"黑龙江省","松花江流域","858九队","2020-05-08 15:00:00","劣Ⅴ",14.9,7.48,0.1,40069,9.8,4.99,0.027,0.049,"0.65",,,"正常"
"黑龙江省","松花江流域","穆棱河口内","2020-05-08 15:00:00",,11.4,7.05,9.85,127.4,43.9,6.13,0.028,0.081,"0.98",,,"停站"
"黑龙江省","松花江流域","虎头上","2020-05-08 12:00:00","Ⅴ",7.8,6.55,2.55,192.2,2.5,3.09,0.22,0.013,"0.80",,,"正常"
"黑龙江省","松花江流域","名山","2020-05-08 12:00:00","劣Ⅴ",19.1,7.53,25.02,59.2,16.4,21.42,0.194,0.017,"0.91",,,"正常"
